timestamp,UP
109882,39966
110382,39962
110882,39964
111382,39965
111882,39963
112382,39960
112882,39961
113382,39958
113882,39960
114382,39959
114882,39957
115382,39960
115883,39958
116382,39957
116882,39957
117382,39961
117882,39958
118382,39959
118882,39957
119382,39960
119882,39957
120382,39957
120882,39958
121382,39959
121882,39957
122382,39956
122882,39957
123382,39956
123882,39955
124382,39954
124882,39956
125382,39958
125882,39955
126382,39957
126882,39956
127382,39954
127882,39954
128382,39952
128882,39954
129382,39954
129882,39952
130382,39950
130882,39951
131382,39952
131883,39951
132382,39952
132882,39951
133382,39950
133882,39950
134382,39952
134882,39948
135382,39950
135882,39948
136382,39948
136882,39948
137382,39948
137882,39949
138382,39946
138882,39943
139382,39947
139882,39945
140382,39942
140882,39942
141382,39944
141882,39944
142382,39944
142882,39944
143382,39944
143882,39941
144382,39942
144882,39941
145382,39941
145882,39940
146382,39940
146882,39942
147382,39939
147883,39940
148382,39938
148882,39937
149382,39940
149882,39938
150382,39937
150882,39937
151382,39936
151882,39935
152382,39934
152882,39934
153382,39934
153882,39936
154382,39934
154882,39933
155382,39930
155882,39931
156382,39932
156882,39933
157382,39930
157882,39931
158382,39929
158882,39929
159382,39930
159882,39930
160382,39931
160882,39927
161382,39930
161882,39928
162382,39928
162882,39928
163382,39925
163883,39926
164382,39928
164882,39926
165382,39925
165882,39922
166382,39925
166882,39923
167382,39922
167882,39924
168382,39924
168882,39923
169382,39924
169882,39922
170382,39922
170882,39922
171382,39918
171882,39922
172382,39922
172882,39918
173382,39918
173882,39916
174382,39917
174882,39916
175382,39917
175882,39918
176382,39915
176882,39913
177382,39916
177882,39912
178382,39913
178882,39912
179382,39915
179883,39914
180382,39911
180882,39912
181382,39910
181882,39913
182382,39912
182882,39910
183382,39910
183882,39910
184382,39908
184882,39907
185382,39908
185882,39908
186382,39910
186882,39907
187382,39907
187882,39906
188382,39903
188882,39906
189382,39902
189882,39901
190382,39904
190882,39905
191382,39901
191882,39904
192382,39901
192882,39901
193382,39899
193882,39898
194382,39901
194882,39898
195382,39898
195883,39899
196382,39897
196882,39898
197382,39899
197882,39897
198382,39897
198882,39896
199382,39892
199882,39896
200382,39896
200882,39896
201382,39894
201882,39895
202382,39893
202882,39894
203382,39891
203882,39892
204382,39893
204882,39890
205382,39890
205882,39888
206382,39888
206882,39888
207382,39889
207882,39890
208382,39887
208882,39885
209382,39885
209882,39887
210382,39886
210882,39887
211382,39886
211883,39885
212382,39884
212882,39883
213382,39885
213882,39882
214382,39884
214882,39882
215382,39884
215882,39882
216382,39879
216882,39881
217382,39880
217882,39880
218382,39878
218882,39878
219382,39878
219882,39876
220382,39879
220882,39876
221382,39877
221882,39872
222382,39876
222882,39876
223382,39876
223882,39874
224382,39872
224882,39870
225382,39874
225882,39869
226382,39873
226882,39869
227382,39871
227883,39870
228382,39868
228882,39868
229382,39866
229882,39868
230382,39866
230882,39868
231382,39865
231882,39866
232382,39863
232882,39866
233382,39866
233882,39862
234382,39861
234882,39863
235382,39864
235882,39862
236382,39863
236882,39860
237382,39862
237882,39860
238382,39860
238882,39859
239382,39858
239882,39859
240382,39858
240882,39857
241382,39858
241882,39858
242382,39856
242882,39854
243382,39855
243883,39854
244382,39855
244882,39854
245382,39852
245882,39850
246382,39853
246882,39851
247382,39850
247882,39854
248382,39851
248882,39851
249382,39848
249882,39848
250382,39849
250882,39847
251382,39846
251882,39845
252382,39846
252882,39848
253382,39846
253882,39846
254382,39845
254882,39845
255382,39842
255882,39845
256382,39845
256882,39845
257382,39843
257882,39844
258382,39845
258882,39841
259382,39841
259883,39843
260382,39842
260882,39842
261382,39840
261882,39839
262382,39840
262882,39840
263382,39839
263882,39840
264382,39839
264882,39841
265382,39839
265882,39840
266382,39838
266882,39838
267382,39839
267882,39838
268382,39837
268882,39837
269382,39838
269882,39836
270382,39835
270882,39839
271382,39834
271882,39838
272382,39836
272882,39834
273382,39835
273882,39835
274382,39834
274882,39835
275382,39834
275883,39835
276382,39834
276882,39837
277382,39836
277882,39836
278382,39835
278882,39831
279382,39835
279882,39834
280382,39833
280882,39834
281382,39831
281882,39835
282382,39833
282882,39832
283382,39833
283882,39834
284382,39834
284882,39831
285382,39833
285882,39834
286382,39833
286882,39833
287382,39833
287882,39832
288382,39832
288882,39833
289382,39832
289882,39832
290382,39832
290882,39833
291382,39832
291883,39831
292382,39830
292882,39830
293382,39826
293882,39828
294382,39826
294882,39829
295382,39826
295882,39826
296382,39826
296882,39826
297382,39827
297882,39826
298382,39827
298882,39826
299382,39826
299882,39827
300382,39829
300882,39827
301382,39826
301882,39826
302382,39828
302882,39826
303382,39828
303882,39827
304382,39827
304882,39826
305382,39824
305882,39826
306382,39828
306882,39830
307382,39828
307883,39825
308382,39827
308882,39828
309382,39828
309882,39828
310382,39827
310882,39825
311382,39826
311882,39826
312382,39826
312882,39824
313382,39824
313882,39826
314382,39827
314882,39824
315382,39824
315882,39823
316382,39826
316882,39825
317382,39823
317882,39824
318382,39824
318882,39824
319382,39822
319882,39819
320382,39821
320882,39822
321382,39817
321882,39821
322382,39819
322882,39820
323382,39818
323883,39819
324382,39820
324882,39818
325382,39820
325882,39819
326382,39816
326882,39815
327382,39816
327882,39816
328382,39814
328882,39815
329382,39814
329882,39815
330382,39814
330882,39811
331382,39816
331882,39814
332382,39812
332882,39813
333382,39812
333882,39814
334382,39812
334882,39810
335382,39810
335882,39810
336382,39811
336882,39812
337382,39811
337882,39810
338382,39808
338882,39808
339382,39811
339883,39810
340382,39808
340882,39810
341382,39809
341882,39808
342382,39808
342882,39806
343382,39809
343882,39806
344382,39805
344882,39806
345382,39806
345882,39806
346382,39806
346882,39807
347382,39808
347882,39809
348382,39806
348882,39804
349382,39802
349882,39804
350382,39805
350882,39804
351382,39803
351882,39806
352382,39804
352882,39805
353382,39805
353882,39805
354382,39806
354882,39806
355382,39811
355883,39808
356382,39807
356882,39808
357382,39808
357882,39808
358382,39811
358882,39809
359382,39810
359882,39812
360382,39808
360882,39811
361382,39810
361882,39814
362382,39813
362882,39816
363382,39815
363882,39813
364382,39815
364882,39814
365382,39817
365882,39818
366382,39816
366882,39817
367382,39817
367882,39818
368382,39821
368882,39820
369382,39822
369882,39823
370382,39826
370882,39828
371382,39830
371883,39832
372382,39832
372882,39833
373382,39834
373882,39832
374382,39839
374882,39836
375382,39837
375882,39838
376382,39838
376882,39836
377382,39840
377882,39838
378382,39837
378882,39840
379382,39841
379882,39843
380382,39841
380882,39839
381382,39841
381882,39841
382382,39838
382882,39838
383382,39837
383882,39836
384382,39841
384882,39842
385382,39842
385882,39841
386382,39842
386882,39839
387382,39840
387883,39841
388382,39842
388882,39840
389382,39837
389882,39839
390382,39842
390882,39840
391382,39843
391882,39840
392382,39840
392882,39839
393382,39842
393882,39842
394382,39841
394882,39842
395382,39844
395882,39848
396382,39846
396882,39846
397382,39847
397882,39846
398382,39845
398882,39846
399382,39845
399882,39845
400382,39845
400882,39846
401382,39846
401882,39846
402382,39844
402882,39843
403382,39844
403883,39845
404382,39844
404882,39841
405382,39843
405882,39841
406382,39846
406882,39844
407382,39842
407882,39841
408382,39839
408882,39843
409382,39842
409882,39840
410382,39840
410882,39838
411382,39839
411882,39839
412382,39838
412882,39837
413382,39838
413882,39836
414382,39834
414882,39834
415382,39834
415882,39830
416382,39833
416882,39832
417382,39834
417882,39833
418382,39833
418882,39831
419382,39830
419883,39831
420382,39830
420882,39830
421382,39828
421882,39828
422382,39829
422882,39828
423382,39827
423882,39826
424382,39826
424882,39824
425382,39827
425882,39828
426382,39830
426882,39830
427382,39828
427882,39829
428382,39830
428882,39830
429382,39826
429882,39827
430382,39826
430882,39827
431382,39824
431882,39826
432382,39824
432882,39827
433382,39823
433882,39824
434382,39825
434882,39824
435382,39820
435883,39821
436382,39820
436882,39824
437382,39818
437882,39818
438382,39821
438882,39821
439382,39823
439882,39823
440382,39826
440882,39832
441382,39836
441882,39837
442382,39835
442882,39837
443382,39836
443882,39838
444382,39835
444882,39834
445382,39837
445882,39836
446382,39835
446882,39836
447382,39835
447882,39834
448382,39836
448882,39834
449382,39832
449882,39831
450382,39830
450882,39830
451382,39826
451883,39830
452382,39828
452882,39830
453382,39828
453882,39828
454382,39828
454882,39825
455382,39827
455882,39824
456382,39824
456882,39828
457382,39824
457882,39821
458382,39822
458882,39821
459382,39819
459882,39821
460382,39820
460882,39824
461382,39822
461882,39824
462382,39823
462882,39826
463382,39828
463882,39825
464382,39823
464882,39824
465382,39825
465882,39824
466382,39823
466882,39824
467382,39826
467883,39824
468382,39823
468882,39826
469382,39826
469882,39826
470382,39827
470882,39828
471382,39827
471882,39829
472382,39826
472882,39830
473382,39828
473882,39828
474382,39828
474882,39831
475382,39832
475882,39831
476382,39831
476882,39831
477382,39833
477882,39832
478382,39834
478882,39832
479382,39832
479882,39835
480382,39832
480882,39834
481382,39836
481882,39832
482382,39830
482882,39830
483382,39831
483883,39828
484382,39828
484882,39831
485382,39830
485882,39827
486382,39828
486882,39828
487382,39826
487882,39826
488382,39827
488882,39824
489382,39826
489882,39824
490382,39826
490882,39824
491382,39824
491882,39824
492382,39823
492882,39824
493382,39820
493882,39822
494382,39822
494882,39822
495382,39823
495882,39820
496382,39822
496882,39820
497382,39821
497882,39820
498382,39820
498882,39820
499382,39817
499883,39820
500382,39818
500882,39819
501382,39820
501882,39818
502382,39816
502882,39820
503382,39819
503882,39816
504382,39819
504882,39820
505382,39818
505882,39818
506382,39819
506882,39818
507382,39816
507882,39816
508382,39816
508882,39813
509382,39813
509882,39813
510382,39814
510882,39815
511382,39815
511882,39812
512382,39812
512882,39812
513382,39813
513882,39811
514382,39810
514882,39811
515382,39810
515883,39808
516382,39806
516882,39807
517382,39809
517882,39806
518382,39806
518882,39803
519382,39804
519882,39805
520382,39804
520882,39803
521382,39803
521882,39804
522382,39804
522882,39802
523382,39802
523882,39803
524382,39800
524882,39797
525382,39799
525882,39799
526382,39798
526882,39798
527382,39798
527882,39796
528382,39797
528882,39796
529382,39796
529882,39797
530382,39796
530882,39795
531382,39799
531883,39795
532382,39795
532882,39796
533382,39797
533882,39794
534382,39798
534882,39798
535382,39797
535882,39795
536382,39795
536882,39796
537382,39797
537882,39799
538382,39797
538882,39795
539382,39796
539882,39795
540382,39797
540882,39796
541382,39797
541882,39796
542382,39797
542882,39796
543382,39798
543882,39794
544382,39794
544882,39795
545382,39796
545882,39794
546382,39794
546882,39793
547382,39796
547883,39791
548382,39794
548882,39795
549382,39792
549882,39794
550382,39792
550882,39794
551382,39791
551882,39792
552382,39789
552882,39792
553382,39790
553882,39792
554382,39789
554882,39789
555382,39790
555882,39786
556382,39787
556882,39787
557382,39788
557882,39787
558382,39788
558882,39790
559382,39788
559882,39786
560382,39787
560882,39784
561382,39784
561882,39788
562382,39785
562882,39785
563382,39783
563883,39783
564382,39785
564882,39785
565382,39783
565882,39781
566382,39780
566882,39780
567382,39783
567882,39780
568382,39782
568882,39779
569382,39780
569882,39780
570382,39778
570882,39778
571382,39781
571882,39778
572382,39776
572882,39776
573382,39776
573882,39778
574382,39778
574882,39776
575382,39780
575882,39776
576382,39774
576882,39774
577382,39775
577882,39775
578382,39774
578882,39774
579382,39771
579883,39772
580382,39772
580882,39772
581382,39771
581882,39772
582382,39772
582882,39773
583382,39771
583882,39770
584382,39771
584882,39770
585382,39767
585882,39771
586382,39770
586882,39769
587382,39767
587882,39767
588382,39768
588882,39768
589382,39766
589882,39769
590382,39770
590882,39766
591382,39767
591882,39768
592382,39767
592882,39765
593382,39766
593882,39765
594382,39768
594882,39765
595382,39765
595883,39764
596382,39765
596882,39768
597382,39766
597882,39764
598382,39764
598882,39764
599382,39765
599882,39764
600382,39761
600882,39763
601382,39763
601882,39761
602382,39763
602882,39762
603382,39762
603882,39763
604382,39762
604882,39764
605382,39762
605882,39760
606382,39764
606882,39762
607382,39758
607882,39760
608382,39762
608882,39761
609382,39761
609882,39760
610382,39760
610882,39759
611382,39758
611883,39759
612382,39762
612882,39758
613382,39758
613882,39758
614382,39758
614882,39759
615382,39757
615882,39758
616382,39757
616882,39756
617382,39760
617882,39756
618382,39756
618882,39754
619382,39758
619882,39755
620382,39756
620882,39754
621382,39757
621882,39756
622382,39755
622882,39755
623382,39755
623882,39756
624382,39758
624882,39755
625382,39754
625882,39756
626382,39757
626882,39759
627382,39754
627883,39757
628382,39755
628882,39757
629382,39755
629882,39757
630382,39759
630882,39757
631382,39756
631882,39755
632382,39756
632882,39756
633382,39757
633882,39757
634382,39755
634882,39756
635382,39755
635882,39756
636382,39755
636882,39755
637382,39754
637882,39756
638382,39754
638882,39758
639382,39755
639882,39754
640382,39758
640882,39756
641382,39756
641882,39753
642382,39758
642882,39755
643382,39756
643883,39755
644382,39754
644882,39754
645382,39756
645882,39754
646382,39755
646882,39754
647382,39754
647882,39753
648382,39754
648882,39753
649382,39756
649882,39755
650382,39755
650882,39753
651382,39753
651882,39750
652382,39753
652882,39755
653382,39755
653882,39752
654382,39752
654882,39754
655382,39757
655882,39755
656382,39754
656882,39754
657382,39755
657882,39753
658382,39756
658882,39753
659382,39755
659883,39752
660382,39751
660882,39754
661382,39756
661882,39754
662382,39752
662882,39753
663382,39754
663882,39755
664382,39754
664882,39753
665382,39753
665882,39752
666382,39754
666882,39754
667382,39754
667882,39755
668382,39760
668882,39760
669382,39758
669882,39758
670382,39758
670882,39758
671382,39759
671882,39760
672382,39759
672882,39759
