timestamp,UP,Pressure (Pa)
773882,39719,120084
774382,39720,120087
774882,39720,120087
775382,39720,120087
775882,39719,120084
776382,39718,120081
776882,39717,120078
777382,39719,120084
777882,39718,120081
778382,39717,120078
778882,39715,120072
779382,39716,120075
779882,39717,120078
780382,39718,120081
780882,39717,120078
781382,39716,120075
781882,39716,120075
782382,39716,120075
782882,39716,120075
783382,39717,120078
783882,39715,120072
784382,39714,120069
784882,39714,120069
785382,39713,120066
785882,39714,120069
786382,39714,120069
786882,39714,120069
787382,39715,120072
787883,39714,120069
788382,39712,120063
788882,39712,120063
789382,39712,120063
789882,39711,120060
790382,39711,120060
790882,39713,120066
791382,39712,120063
791882,39710,120057
792382,39710,120057
792882,39707,120047
793382,39712,120063
793882,39711,120060
794382,39710,120057
794882,39710,120057
795382,39707,120047
795882,39709,120054
796382,39711,120060
796882,39710,120057
797382,39709,120054
797882,39710,120057
798382,39709,120054
798882,39709,120054
799382,39706,120044
799882,39708,120050
800382,39710,120057
800882,39704,120038
801382,39707,120047
801882,39708,120050
802382,39706,120044
802882,39710,120057
803382,39709,120054
803883,39706,120044
804382,39706,120044
804882,39706,120044
805382,39704,120038
805882,39701,120029
806382,39704,120038
806882,39704,120038
807382,39703,120035
807882,39704,120038
808382,39705,120041
808882,39703,120035
809382,39701,120029
809882,39705,120041
810382,39702,120032
810882,39703,120035
811382,39702,120032
811882,39702,120032
812382,39701,120029
812882,39700,120026
813382,39700,120026
813882,39701,120029
814382,39701,120029
814882,39701,120029
815382,39701,120029
815882,39700,120026
816382,39701,120029
816882,39702,120032
817382,39700,120026
817882,39700,120026
818382,39700,120026
818882,39700,120026
819382,39700,120026
819883,39697,120017
820382,39697,120017
820882,39699,120023
821382,39698,120020
821882,39698,120020
822382,39700,120026
822882,39698,120020
823382,39698,120020
823882,39696,120014
824382,39698,120020
824882,39696,120014
825382,39697,120017
825882,39696,120014
826382,39696,120014
826882,39696,120014
827382,39698,120020
827882,39696,120014
828382,39697,120017
828882,39696,120014
829382,39698,120020
829882,39695,120011
830382,39696,120014
830882,39698,120020
831382,39694,120008
831882,39695,120011
832382,39695,120011
832882,39694,120008
833382,39695,120011
833882,39697,120017
834382,39696,120014
834882,39694,120008
835382,39695,120011
835883,39697,120017
836382,39696,120014
836882,39696,120014
837382,39693,120005
837882,39696,120014
838382,39695,120011
838882,39693,120005
839382,39693,120005
839882,39694,120008
840382,39695,120011
840882,39693,120005
841382,39695,120011
841882,39692,120002
842382,39695,120011
842882,39691,119999
843382,39694,120008
843882,39692,120002
844382,39691,119999
844882,39691,119999
845382,39693,120005
845882,39691,119999
846382,39692,120002
846882,39689,119992
847382,39690,119996
847882,39692,120002
848382,39692,120002
848882,39693,120005
849382,39689,119992
849882,39690,119996
850382,39690,119996
850882,39691,119999
851382,39689,119992
851883,39691,119999
852382,39690,119996
852882,39687,119986
853382,39689,119992
853882,39690,119996
854382,39687,119986
854882,39688,119989
855382,39688,119989
855882,39686,119983
856382,39687,119986
856882,39685,119980
857382,39688,119989
857882,39688,119989
858382,39688,119989
858882,39686,119983
859382,39686,119983
859882,39687,119986
860382,39688,119989
860882,39685,119980
861382,39686,119983
861882,39686,119983
862382,39684,119977
862882,39686,119983
863382,39686,119983
863882,39683,119974
864382,39684,119977
864882,39687,119986
865382,39683,119974
865882,39683,119974
866382,39682,119971
866882,39683,119974
867382,39684,119977
867883,39685,119980
868382,39683,119974
868882,39681,119968
869382,39683,119974
869882,39684,119977
870382,39683,119974
870882,39686,119983
871382,39682,119971
871882,39681,119968
872382,39681,119968
872882,39684,119977
873382,39683,119974
873882,39680,119966
874382,39682,119971
874882,39681,119968
875382,39682,119971
875882,39682,119971
876382,39682,119971
876882,39683,119974
877382,39682,119971
877882,39683,119974
878382,39682,119971
878882,39681,119968
879382,39681,119968
879882,39682,119971
880382,39682,119971
880882,39680,119966
881382,39681,119968
881882,39681,119968
882382,39680,119966
882882,39677,119957
883382,39680,119966
883883,39680,119966
884382,39678,119960
884882,39676,119954
885382,39681,119968
885882,39678,119960
886382,39677,119957
886882,39680,119966
887382,39677,119957
887882,39682,119971
888382,39681,119968
888882,39680,119966
889382,39680,119966
889882,39677,119957
890382,39679,119963
890882,39680,119966
891382,39676,119954
891882,39678,119960
892382,39678,119960
892882,39679,119963
893382,39676,119954
893882,39678,119960
894382,39676,119954
894882,39676,119954
895382,39675,119951
895882,39676,119954
896382,39676,119954
896882,39679,119963
897382,39676,119954
897882,39677,119957
898382,39674,119948
898882,39676,119954
899382,39677,119957
899883,39676,119954
900382,39673,119945
900882,39678,119960
901382,39673,119945
901882,39675,119951
902382,39673,119945
902882,39674,119948
903382,39673,119945
903882,39674,119948
904382,39672,119942
904882,39675,119951
905382,39674,119948
905882,39672,119942
906382,39674,119948
906882,39671,119938
907382,39671,119938
907882,39672,119942
908382,39674,119948
908882,39670,119935
909382,39672,119942
909882,39670,119935
910382,39670,119935
910882,39673,119945
911382,39671,119938
911882,39671,119938
912382,39671,119938
912882,39672,119942
913382,39669,119932
913882,39670,119935
914382,39670,119935
914882,39671,119938
915382,39670,119935
915883,39669,119932
916382,39668,119929
916882,39670,119935
917382,39667,119926
917882,39668,119929
918382,39670,119935
918882,39667,119926
919382,39669,119932
919882,39668,119929
920382,39671,119938
920882,39670,119935
921382,39670,119935
921882,39666,119923
922382,39665,119920
922882,39669,119932
923382,39666,119923
923882,39666,119923
924382,39670,119935
924882,39666,119923
925382,39668,119929
925882,39667,119926
926382,39667,119926
926882,39666,119923
927382,39666,119923
927882,39668,119929
928382,39668,119929
928882,39667,119926
929382,39665,119920
929882,39664,119917
930382,39666,119923
930882,39667,119926
931382,39665,119920
931883,39666,119923
932382,39665,119920
932882,39666,119923
933382,39665,119920
933882,39666,119923
934382,39664,119917
934882,39665,119920
935382,39666,119923
935882,39665,119920
936382,39664,119917
936882,39664,119917
937382,39667,119926
937882,39664,119917
938382,39665,119920
938882,39662,119911
939382,39663,119914
939882,39663,119914
940382,39663,119914
940882,39662,119911
941382,39662,119911
941882,39660,119905
942382,39663,119914
942882,39661,119908
943382,39663,119914
943882,39664,119917
944382,39663,119914
944882,39663,119914
945382,39664,119917
945882,39659,119902
946382,39659,119902
946882,39661,119908
947382,39662,119911
947883,39661,119908
948382,39660,119905
948882,39660,119905
949382,39661,119908
949882,39659,119902
950382,39659,119902
950882,39659,119902
951382,39658,119899
951882,39660,119905
952382,39660,119905
952882,39660,119905
953382,39660,119905
953882,39660,119905
954382,39657,119896
954882,39660,119905
955382,39657,119896
955882,39659,119902
956382,39658,119899
956882,39657,119896
957382,39657,119896
957882,39658,119899
958382,39658,119899
958882,39658,119899
959382,39655,119890
959882,39657,119896
960382,39655,119890
960882,39656,119893
961382,39656,119893
961882,39654,119887
962382,39655,119890
962882,39657,119896
963382,39656,119893
963883,39655,119890
964382,39656,119893
964882,39655,119890
965382,39656,119893
965882,39653,119884
966382,39654,119887
966882,39654,119887
967382,39656,119893
967882,39655,119890
968382,39655,119890
968882,39657,119896
969382,39656,119893
969882,39653,119884
970382,39655,119890
970882,39654,119887
971382,39655,119890
971882,39654,119887
972382,39654,119887
972882,39656,119893
973382,39656,119893
973882,39658,119899
974382,39655,119890
974882,39653,119884
975382,39656,119893
975882,39654,119887
976382,39655,119890
976882,39654,119887
977382,39654,119887
977882,39655,119890
978382,39654,119887
978882,39656,119893
979382,39652,119880
979883,39654,119887
980382,39652,119880
980882,39650,119874
981382,39652,119880
981882,39652,119880
982382,39650,119874
982882,39652,119880
983382,39652,119880
983882,39653,119884
984382,39654,119887
984882,39652,119880
985382,39652,119880
985882,39651,119877
986382,39650,119874
986882,39649,119871
987382,39652,119880
987882,39653,119884
988382,39652,119880
988882,39650,119874
989382,39651,119877
989882,39652,119880
990382,39651,119877
990882,39649,119871
991382,39650,119874
991882,39649,119871
992382,39649,119871
992882,39649,119871
993382,39651,119877
993882,39650,119874
994382,39650,119874
994882,39650,119874
995382,39647,119865
995883,39647,119865
996382,39648,119868
996882,39647,119865
997382,39644,119856
997882,39648,119868
998382,39647,119865
998882,39649,119871
999382,39648,119868
999882,39648,119868
1000382,39646,119862
1000882,39649,119871
1001382,39646,119862
1001882,39646,119862
1002382,39648,119868
1002882,39645,119859
1003382,39648,119868
1003882,39646,119862
1004382,39645,119859
1004882,39645,119859
1005382,39645,119859
1005882,39646,119862
1006382,39645,119859
1006882,39648,119868
1007382,39646,119862
1007882,39644,119856
1008382,39647,119865
1008882,39644,119856
1009382,39645,119859
1009882,39646,119862
1010382,39644,119856
1010882,39645,119859
1011382,39646,119862
1011883,39644,119856
1012382,39646,119862
1012882,39645,119859
1013382,39644,119856
1013882,39644,119856
1014382,39645,119859
1014882,39644,119856
1015382,39643,119853
1015882,39645,119859
1016382,39643,119853
1016882,39644,119856
1017382,39644,119856
1017882,39642,119850
1018382,39642,119850
1018882,39643,119853
1019382,39642,119850
1019882,39642,119850
1020382,39642,119850
1020882,39642,119850
1021382,39642,119850
1021882,39640,119844
1022382,39642,119850
1022882,39641,119847
1023382,39642,119850
1023882,39641,119847
1024382,39640,119844
1024882,39641,119847
1025382,39639,119841
1025882,39640,119844
1026382,39642,119850
1026882,39641,119847
1027382,39640,119844
1027883,39640,119844
1028382,39640,119844
1028882,39640,119844
1029382,39640,119844
1029882,39639,119841
1030382,39640,119844
1030882,39640,119844
1031382,39640,119844
1031882,39639,119841
1032382,39640,119844
1032882,39640,119844
1033382,39640,119844
1033882,39638,119838
1034382,39636,119830
1034882,39639,119841
1035382,39636,119830
1035882,39638,119838
1036382,39637,119833
1036882,39637,119833
1037382,39638,119838
1037882,39638,119838
1038382,39638,119838
1038882,39635,119827
1039382,39637,119833
1039882,39639,119841
1040382,39638,119838
1040882,39639,119841
1041382,39635,119827
1041882,39635,119827
1042382,39638,119838
1042882,39636,119830
1043382,39634,119823
1043883,39637,119833
1044382,39634,119823
1044882,39634,119823
1045382,39635,119827
1045882,39635,119827
1046382,39637,119833
1046882,39636,119830
1047382,39636,119830
1047882,39634,119823
1048382,39635,119827
1048882,39633,119820
1049382,39635,119827
1049882,39635,119827
1050382,39635,119827
1050882,39632,119817
1051382,39633,119820
1051882,39635,119827
1052382,39634,119823
1052882,39633,119820
1053382,39633,119820
1053882,39632,119817
1054382,39631,119814
1054882,39634,119823
1055382,39633,119820
1055882,39636,119830
1056382,39634,119823
1056882,39636,119830
1057382,39632,119817
1057882,39632,119817
1058382,39633,119820
1058882,39632,119817
1059382,39633,119820
1059883,39630,119811
1060382,39631,119814
1060882,39632,119817
1061382,39632,119817
1061882,39631,119814
1062382,39633,119820
1062882,39630,119811
1063382,39631,119814
1063882,39630,119811
1064382,39631,119814
1064882,39629,119808
1065382,39632,119817
1065882,39633,119820
1066382,39632,119817
1066882,39627,119802
1067382,39632,119817
1067882,39630,119811
1068382,39630,119811
1068882,39629,119808
1069382,39632,119817
1069882,39626,119799
1070382,39628,119805
1070882,39630,119811
1071382,39628,119805
1071882,39628,119805
1072382,39630,119811
1072882,39629,119808
1073382,39632,119817
1073882,39629,119808
1074382,39630,119811
1074882,39632,119817
1075382,39626,119799
1075883,39629,119808
1076382,39630,119811
1076882,39626,119799
1077382,39628,119805
1077882,39630,119811
1078382,39629,119808
1078882,39627,119802
1079382,39628,119805
1079882,39625,119796
1080382,39624,119793
1080882,39627,119802
1081382,39626,119799
1081882,39627,119802
1082382,39623,119790
1082882,39628,119805
1083382,39626,119799
1083882,39629,119808
1084382,39626,119799
1084882,39628,119805
1085382,39627,119802
1085882,39626,119799
1086382,39626,119799
1086882,39625,119796
1087382,39625,119796
1087882,39624,119793
1088382,39627,119802
1088882,39625,119796
1089382,39623,119790
1089882,39626,119799
1090382,39625,119796
1090882,39624,119793
1091382,39626,119799
1091883,39626,119799
1092382,39625,119796
1092882,39624,119793
1093382,39624,119793
1093882,39625,119796
1094382,39622,119787
1094882,39626,119799
1095382,39624,119793
1095882,39623,119790
1096382,39624,119793
1096882,39622,119787
1097382,39624,119793
1097882,39624,119793
1098382,39622,119787
1098882,39622,119787
1099382,39622,119787
1099882,39621,119784
1100382,39621,119784
1100882,39622,119787
1101382,39620,119781
1101882,39623,119790
1102382,39620,119781
1102882,39622,119787
1103382,39623,119790
1103882,39621,119784
1104382,39620,119781
1104882,39622,119787
1105382,39618,119775
1105882,39620,119781
1106382,39622,119787
1106882,39620,119781
1107382,39620,119781
1107883,39620,119781
1108382,39616,119769
1108882,39618,119775
1109382,39619,119778
1109882,39617,119772
1110382,39617,119772
1110882,39620,119781
1111382,39619,119778
1111882,39618,119775
1112382,39617,119772
1112882,39616,119769
1113382,39616,119769
1113882,39620,119781
1114382,39618,119775
1114882,39618,119775
1115382,39620,119781
1115882,39620,119781
1116382,39620,119781
1116882,39616,119769
1117382,39616,119769
1117882,39616,119769
1118382,39618,119775
1118882,39614,119762
1119382,39614,119762
1119882,39615,119765
1120382,39616,119769
1120882,39616,119769
1121382,39616,119769
1121891,39616,119769
1122382,39618,119775
1122882,39616,119769
1123382,39616,119769
1123883,39614,119762
1124382,39616,119769
1124882,39616,119769
1125382,39616,119769
1125882,39614,119762
1126382,39614,119762
1126882,39613,119759
1127382,39614,119762
1127882,39613,119759
1128382,39614,119762
1128882,39614,119762
1129382,39612,119756
1129882,39615,119765
1130382,39612,119756
1130882,39615,119765
1131382,39611,119753
1131882,39613,119759
1132382,39611,119753
1132882,39614,119762
1133382,39611,119753
1133882,39611,119753
1134382,39611,119753
1134882,39613,119759
1135382,39609,119747
1135882,39609,119747
1136382,39611,119753
1136882,39607,119741
1137382,39609,119747
1137882,39610,119750
1138382,39610,119750
1138882,39610,119750
1139382,39610,119750
1139883,39609,119747
1140382,39610,119750
1140882,39610,119750
1141382,39610,119750
1141882,39609,119747
1142382,39610,119750
1142882,39612,119756
1143382,39612,119756
1143882,39609,119747
1144382,39608,119744
1144882,39611,119753
1145382,39610,119750
1145882,39610,119750
1146382,39610,119750
1146882,39610,119750
1147382,39610,119750
1147882,39612,119756
1148382,39608,119744
1148882,39610,119750
1149382,39612,119756
1149882,39612,119756
1150382,39613,119759
1150882,39614,119762
1151382,39616,119769
1151882,39617,119772
1152382,39618,119775
1152882,39619,119778
1153382,39621,119784
1153882,39619,119778
1154382,39620,119781
1154882,39621,119784
1155382,39621,119784
1155883,39622,119787
1156382,39624,119793
1156882,39623,119790
1157382,39622,119787
1157882,39624,119793
1158382,39624,119793
1158882,39623,119790
1159382,39626,119799
1159882,39624,119793
1160382,39624,119793
1160882,39626,119799
1161382,39624,119793
1161882,39628,119805
1162382,39627,119802
1162882,39627,119802
1163382,39622,119787
1163882,39622,119787
1164382,39622,119787
1164882,39623,119790
1165382,39621,119784
1165882,39624,119793
1166382,39622,119787
1166882,39622,119787
1167382,39625,119796
1167882,39623,119790
1168382,39622,119787
1168882,39621,119784
1169382,39621,119784
1169882,39619,119778
1170382,39623,119790
1170882,39621,119784
1171382,39623,119790
1171883,39622,119787
1172382,39620,119781
1172882,39621,119784
1173382,39624,119793
1173882,39621,119784
1174382,39623,119790
1174882,39621,119784
1175382,39621,119784
1175882,39621,119784
1176382,39622,119787
1176882,39623,119790
1177382,39619,119778
1177882,39619,119778
1178382,39622,119787
1178882,39622,119787
1179382,39623,119790
1179882,39624,119793
1180382,39623,119790
1180882,39622,119787
1181382,39622,119787
1181882,39624,119793
1182382,39622,119787
1182882,39624,119793
1183382,39625,119796
1183882,39622,119787
1184382,39624,119793
1184882,39624,119793
1185382,39625,119796
1185882,39625,119796
1186382,39627,119802
1186882,39623,119790
1187382,39623,119790
1187883,39623,119790
1188382,39624,119793
1188882,39620,119781
1189382,39621,119784
1189882,39624,119793
1190382,39623,119790
1190882,39622,119787
1191382,39624,119793
1191882,39624,119793
1192382,39624,119793
1192882,39623,119790
1193382,39622,119787
1193882,39622,119787
1194382,39622,119787
1194882,39622,119787
1195382,39621,119784
1195882,39622,119787
1196382,39620,119781
1196882,39620,119781
1197382,39623,119790
1197882,39621,119784
1198382,39621,119784
1198882,39623,119790
1199382,39619,119778
1199882,39621,119784
1200382,39622,119787
1200882,39622,119787
1201382,39622,119787
1201882,39622,119787
1202382,39619,119778
1202882,39620,119781
1203382,39620,119781
1203883,39619,119778
1204382,39619,119778
1204882,39619,119778
1205382,39618,119775
1205882,39618,119775
1206382,39620,119781
1206882,39618,119775
1207382,39616,119769
1207882,39617,119772
1208382,39620,119781
1208882,39618,119775
1209382,39619,119778
1209882,39620,119781
1210382,39620,119781
1210882,39620,119781
1211382,39618,119775
1211882,39618,119775
1212382,39620,119781
1212882,39620,119781
1213382,39620,119781
1213882,39622,119787
1214382,39620,119781
1214882,39621,119784
1215382,39623,119790
1215882,39625,119796
1216382,39624,119793
1216882,39624,119793
1217382,39623,119790
1217882,39625,119796
1218382,39625,119796
1218882,39628,119805
1219382,39626,119799
1219883,39624,119793
1220382,39624,119793
1220882,39626,119799
1221382,39626,119799
1221882,39628,119805
1222382,39628,119805
1222882,39628,119805
1223382,39627,119802
1223882,39628,119805
1224382,39628,119805
1224882,39627,119802
1225382,39624,119793
1225882,39625,119796
1226382,39628,119805
1226882,39627,119802
1227382,39624,119793
1227882,39625,119796
1228382,39625,119796
1228882,39624,119793
1229382,39627,119802
1229882,39626,119799
1230382,39626,119799
1230882,39628,119805
1231382,39623,119790
1231882,39626,119799
1232382,39624,119793
1232882,39628,119805
1233382,39627,119802
1233882,39626,119799
1234382,39626,119799
1234882,39629,119808
1235382,39631,119814
1235883,39628,119805
1236382,39630,119811
1236882,39630,119811
1237382,39630,119811
1237882,39629,119808
1238382,39628,119805
1238882,39630,119811
1239382,39632,119817
1239882,39631,119814
1240382,39632,119817
1240882,39631,119814
1241382,39630,119811
1241882,39628,119805
1242382,39630,119811
1242882,39626,119799
1243382,39629,119808
1243882,39624,119793
1244382,39626,119799
1244882,39628,119805
1245382,39626,119799
1245882,39627,119802
1246382,39628,119805
1246882,39629,119808
1247382,39627,119802
1247882,39626,119799
1248382,39626,119799
1248882,39624,119793
1249382,39624,119793
1249882,39625,119796
1250382,39624,119793
1250882,39628,119805
1251382,39626,119799
1251883,39624,119793
1252382,39625,119796
1252882,39625,119796
1253382,39623,119790
1253882,39624,119793
1254382,39625,119796
1254882,39627,119802
1255382,39626,119799
1255882,39624,119793
1256382,39628,119805
1256882,39627,119802
1257382,39627,119802
1257882,39627,119802
1258382,39627,119802
1258882,39626,119799
1259382,39623,119790
1259882,39626,119799
1260382,39626,119799
1260882,39625,119796
1261382,39627,119802
1261882,39626,119799
1262382,39628,119805
1262882,39625,119796
1263382,39626,119799
1263882,39630,119811
1264382,39628,119805
1264882,39628,119805
1265382,39627,119802
1265882,39626,119799
1266382,39627,119802
1266882,39626,119799
1267382,39626,119799
1267883,39628,119805
1268382,39626,119799
1268882,39627,119802
1269382,39626,119799
1269882,39624,119793
1270382,39628,119805
1270882,39626,119799
1271382,39624,119793
1271882,39624,119793
1272382,39627,119802
1272882,39625,119796
1273382,39623,119790
1273882,39624,119793
1274382,39623,119790
1274882,39623,119790
1275382,39622,119787
1275882,39622,119787
1276382,39624,119793
1276882,39625,119796
1277382,39624,119793
1277882,39625,119796
1278382,39626,119799
1278882,39626,119799
1279382,39627,119802
1279882,39627,119802
1280382,39625,119796
1280882,39626,119799
1281382,39627,119802
1281882,39626,119799
1282382,39624,119793
1282882,39628,119805
1283382,39626,119799
1283883,39627,119802
1284382,39626,119799
1284882,39626,119799
1285382,39626,119799
1285882,39626,119799
1286382,39624,119793
1286882,39627,119802
1287382,39623,119790
1287882,39625,119796
1288382,39623,119790
1288882,39628,119805
1289382,39627,119802
1289882,39623,119790
1290382,39625,119796
1290882,39625,119796
1291382,39626,119799
1291882,39626,119799
1292382,39622,119787
1292882,39625,119796
1293382,39624,119793
1293882,39624,119793
1294382,39622,119787
1294882,39625,119796
1295382,39623,119790
1295882,39624,119793
1296382,39621,119784
1296882,39621,119784
1297382,39620,119781
1297882,39620,119781
1298382,39620,119781
1298882,39621,119784
1299382,39622,119787
1299883,39621,119784
1300382,39622,119787
1300882,39620,119781
1301382,39621,119784
1301882,39621,119784
1302382,39620,119781
1302882,39619,119778
1303382,39618,119775
1303882,39621,119784
1304382,39619,119778
1304882,39616,119769
1305382,39618,119775
1305882,39619,119778
1306382,39619,119778
1306882,39618,119775
1307382,39618,119775
1307882,39614,119762
1308382,39618,119775
1308882,39618,119775
1309382,39618,119775
1309882,39615,119765
1310382,39615,119765
1310882,39618,119775
1311382,39616,119769
1311882,39614,119762
1312382,39615,119765
1312882,39613,119759
1313382,39615,119765
1313882,39616,119769
1314382,39616,119769
1314882,39615,119765
1315382,39614,119762
1315883,39613,119759
1316382,39612,119756
1316882,39616,119769
1317382,39614,119762
1317882,39614,119762
1318382,39615,119765
1318882,39612,119756
1319382,39614,119762
1319882,39612,119756
1320382,39615,119765
1320882,39614,119762
1321382,39615,119765
1321882,39616,119769
1322382,39612,119756
1322882,39615,119765
1323382,39613,119759
1323882,39613,119759
1324382,39614,119762
1324882,39612,119756
1325382,39612,119756
1325882,39612,119756
1326382,39614,119762
1326882,39612,119756
1327382,39610,119750
1327882,39613,119759
1328382,39612,119756
1328882,39611,119753
1329382,39613,119759
1329882,39612,119756
1330382,39610,119750
1330882,39611,119753
1331382,39612,119756
1331883,39611,119753
1332382,39613,119759
1332882,39610,119750
1333382,39610,119750
1333882,39610,119750
1334382,39610,119750
1334882,39612,119756
1335382,39611,119753
1335882,39611,119753
1336382,39612,119756
1336882,39610,119750
1337382,39610,119750
1337882,39608,119744
1338382,39611,119753
1338882,39611,119753
1339382,39612,119756
1339882,39611,119753
1340382,39610,119750
1340882,39608,119744
1341382,39611,119753
1341882,39610,119750
1342382,39610,119750
1342882,39610,119750
1343382,39608,119744
1343882,39609,119747
1344382,39610,119750
1344882,39612,119756
1345382,39610,119750
1345882,39609,119747
1346382,39608,119744
1346882,39608,119744
1347382,39611,119753
1347883,39610,119750
1348382,39609,119747
1348882,39612,119756
1349382,39607,119741
1349882,39608,119744
1350382,39607,119741
1350882,39608,119744
1351382,39607,119741
1351882,39609,119747
1352382,39609,119747
1352882,39608,119744
1353382,39608,119744
1353882,39606,119738
1354382,39610,119750
1354882,39610,119750
1355382,39606,119738
1355882,39610,119750
1356382,39610,119750
1356882,39607,119741
1357382,39607,119741
1357882,39607,119741
1358382,39608,119744
1358882,39610,119750
1359382,39607,119741
1359882,39605,119735
1360382,39607,119741
1360882,39606,119738
1361382,39609,119747
1361882,39609,119747
1362382,39606,119738
1362882,39608,119744
1363382,39609,119747
1363883,39610,119750
1364382,39607,119741
1364882,39608,119744
1365382,39607,119741
1365882,39606,119738
1366382,39606,119738
1366882,39608,119744
1367382,39606,119738
1367882,39606,119738
1368382,39606,119738
1368882,39607,119741
1369382,39607,119741
1369882,39607,119741
1370382,39608,119744
1370882,39605,119735
1371382,39607,119741
1371882,39608,119744
1372382,39604,119732
1372882,39606,119738
1373382,39606,119738
1373882,39606,119738
1374382,39607,119741
1374882,39603,119729
1375382,39605,119735
1375882,39606,119738
1376382,39603,119729
1376882,39604,119732
1377382,39606,119738
1377882,39608,119744
1378382,39604,119732
1378882,39602,119726
1379382,39604,119732
1379883,39602,119726
1380382,39604,119732
1380882,39605,119735
1381382,39605,119735
1381882,39604,119732
1382382,39605,119735
1382882,39603,119729
1383382,39603,119729
1383882,39605,119735
1384382,39605,119735
1384882,39606,119738
1385382,39604,119732
1385882,39607,119741
1386382,39607,119741
1386882,39606,119738
1387382,39607,119741
1387882,39604,119732
1388382,39604,119732
1388882,39604,119732
1389382,39603,119729
1389882,39605,119735
1390382,39603,119729
1390882,39607,119741
1391382,39603,119729
1391882,39606,119738
1392382,39605,119735
1392882,39604,119732
1393382,39602,119726
1393882,39604,119732
1394382,39604,119732
1394882,39602,119726
1395382,39604,119732
1395883,39602,119726
1396382,39605,119735
1396882,39606,119738
1397382,39601,119723
1397882,39603,119729
1398382,39604,119732
1398882,39601,119723
1399382,39604,119732
1399882,39603,119729
1400382,39604,119732
1400882,39605,119735
1401382,39605,119735
1401882,39605,119735
1402382,39608,119744
1402882,39609,119747
1403382,39608,119744
1403882,39610,119750
1404382,39609,119747
1404882,39608,119744
1405382,39610,119750
1405882,39612,119756
1406382,39613,119759
1406882,39614,119762
1407382,39615,119765
1407882,39612,119756
1408382,39614,119762
1408882,39610,119750
1409382,39614,119762
1409882,39615,119765
1410382,39614,119762
1410882,39614,119762
1411382,39615,119765
1411883,39614,119762
1412382,39614,119762
1412882,39616,119769
1413382,39614,119762
1413882,39612,119756
1414382,39615,119765
1414882,39612,119756
1415382,39614,119762
1415882,39613,119759
1416382,39613,119759
1416882,39615,119765
1417382,39614,119762
1417882,39614,119762
1418382,39615,119765
1418882,39613,119759
1419382,39614,119762
1419882,39616,119769
1420382,39615,119765
1420882,39614,119762
1421382,39615,119765
1421882,39612,119756
1422382,39613,119759
1422882,39613,119759
1423382,39616,119769
1423882,39616,119769
1424382,39616,119769
1424882,39615,119765
1425382,39614,119762
1425882,39614,119762
1426382,39614,119762
1426882,39615,119765
1427382,39613,119759
1427883,39614,119762
1428382,39614,119762
1428882,39614,119762
1429382,39613,119759
1429882,39613,119759
1430382,39614,119762
1430882,39614,119762
1431382,39612,119756
1431882,39612,119756
1432382,39614,119762
1432882,39613,119759
1433382,39612,119756
1433882,39612,119756
1434382,39613,119759
1434882,39614,119762
1435382,39612,119756
1435882,39613,119759
1436382,39612,119756
1436882,39613,119759
1437382,39609,119747
1437882,39610,119750
1438382,39614,119762
1438882,39608,119744
1439382,39610,119750
1439882,39608,119744
1440382,39610,119750
1440882,39612,119756
1441382,39608,119744
1441882,39607,119741
1442382,39612,119756
1442882,39612,119756
1443382,39608,119744
1443883,39609,119747
1444382,39611,119753
1444882,39608,119744
1445382,39609,119747
1445882,39608,119744
1446382,39607,119741
1446882,39607,119741
1447382,39612,119756
1447882,39606,119738
1448382,39606,119738
1448882,39608,119744
1449382,39610,119750
1449882,39608,119744
1450382,39608,119744
1450882,39607,119741
1451382,39607,119741
1451882,39607,119741
1452382,39610,119750
1452882,39609,119747
1453382,39608,119744
1453882,39607,119741
1454382,39607,119741
1454882,39606,119738
1455382,39606,119738
1455882,39606,119738
1456382,39606,119738
1456882,39608,119744
1457382,39607,119741
1457882,39606,119738
1458382,39608,119744
1458882,39608,119744
1459382,39605,119735
1459883,39605,119735
1460382,39608,119744
1460882,39604,119732
1461382,39606,119738
1461882,39605,119735
1462382,39607,119741
1462882,39604,119732
1463382,39607,119741
1463882,39607,119741
1464382,39605,119735
1464882,39605,119735
1465382,39603,119729
1465882,39604,119732
1466382,39605,119735
1466882,39605,119735
1467382,39604,119732
1467882,39604,119732
1468382,39604,119732
1468882,39603,119729
1469382,39606,119738
1469882,39602,119726
1470382,39601,119723
1470882,39605,119735
1471382,39606,119738
1471882,39602,119726
1472382,39602,119726
1472882,39604,119732
1473382,39602,119726
1473882,39604,119732
1474382,39603,119729
1474882,39604,119732
1475382,39603,119729
1475883,39604,119732
1476382,39604,119732
1476882,39602,119726
1477382,39600,119720
1477882,39603,119729
1478382,39603,119729
1478882,39601,119723
1479382,39600,119720
1479882,39602,119726
1480382,39603,119729
1480882,39599,119717
1481382,39603,119729
1481882,39602,119726
1482382,39602,119726
1482882,39601,119723
1483382,39600,119720
1483882,39602,119726
1484382,39602,119726
1484882,39602,119726
1485382,39602,119726
1485882,39600,119720
1486382,39604,119732
1486882,39600,119720
1487382,39600,119720
1487882,39601,119723
1488382,39599,119717
1488882,39597,119711
1489382,39600,119720
1489882,39599,119717
1490382,39603,119729
1490882,39598,119715
1491382,39601,119723
1491883,39600,119720
1492382,39597,119711
1492882,39596,119708
1493382,39596,119708
1493882,39600,119720
1494382,39600,119720
1494882,39596,119708
